names	uris
Smith, S.	http://id.loc.gov/authorities/names/nb2004011154
Smith, Seymour	http://id.loc.gov/authorities/names/no2003009280
Smith, Sydney, 1839-1889	http://id.loc.gov/authorities/names/n88037521
Smith, Walter Wallace, 1894-1948	http://id.loc.gov/authorities/names/no2009037805
Smith, Walter	http://id.loc.gov/authorities/names/n95002279
Smith, Wilson, 1855-1929	http://id.loc.gov/authorities/names/n94044648
Smock, Jim	http://id.loc.gov/authorities/names/n97839884
Snelling, E. G.	
Snow, J. Albert	http://id.loc.gov/authorities/names/n2003072807
Snyder, Eddie, 1919-2011	http://id.loc.gov/authorities/names/no2012007758
Snyder, Ted, 1881-1965	http://id.loc.gov/authorities/names/no91011476
Sobeski, Carl	
Solman, Alfred, 1868-1937	http://id.loc.gov/authorities/names/no2003058832
Somervell, Arthur, 1863-1937	http://id.loc.gov/authorities/names/n81080904
Sondheim, Stephen	http://id.loc.gov/authorities/names/n79077369
Sorokin, Davis	
Sorrentino, Eugenio, 1865-1943	
Sosenko, Anna	http://id.loc.gov/authorities/names/n97869722
Soulage, Marcelle, 1894-1970	http://id.loc.gov/authorities/names/n88144407
Sour, Robert	http://id.loc.gov/authorities/names/n2002127132
Sousa, John Philip, 1854-1932	http://id.loc.gov/authorities/names/n79122078
Southerland, H. V.	
Southworth, Wm. B.	
Sowerby, Leo, 1895-1968	http://id.loc.gov/authorities/names/n79095292
Sowle, Mrs. W. N.	
Spaeth, Sigmund, 1885-1965	http://id.loc.gov/authorities/names/n50021669
Spaulding, George L., 1864-1921	http://id.loc.gov/authorities/names/nr89004384
Speaks, Oley, 1874-1948	http://id.loc.gov/authorities/names/n81047930
Spear, Jane Munn.	
Speck, Samuel H.	http://id.loc.gov/authorities/names/n94010117
Spencer, Allen	
Spencer, Edward Mordaunt, -1888	http://id.loc.gov/authorities/names/no2002054141
Spencer, Glenn, 1910-1970	http://id.loc.gov/authorities/names/no2004044166
Spencer, Harold	http://id.loc.gov/authorities/names/n87844962
Spencer, Robert E., 1902-1946	http://id.loc.gov/authorities/names/no2009002081
Spencer, Tim, 1908-1974	http://id.loc.gov/authorities/names/no2005100857
Spenser, Willard	http://id.loc.gov/authorities/names/n79122076
Spicker, Max, 1858-1912	http://id.loc.gov/authorities/names/n84130954
Spielman, Fred	http://id.loc.gov/authorities/names/n93026634
Spier, Larry, 1901-1956	http://id.loc.gov/authorities/names/nr2005024608
Spiering, Theodore, 1871-1925	http://id.loc.gov/authorities/names/no94003801
Spina, Harold, 1906-1997	http://id.loc.gov/authorities/names/n91087039
Spindler, Fritz, 1817-1905	http://id.loc.gov/authorities/names/no93033452
Spitalny, Phil, 1890-1970	http://id.loc.gov/authorities/names/no97061451
Spivak, Samuel	http://id.loc.gov/authorities/names/no92011512
Spohr, Louis, 1784-1859	http://id.loc.gov/authorities/names/n81032853
Sprague, A. W.	
Spross, Charles Gilbert	http://id.loc.gov/authorities/names/n94010093
Spurlin, Ralph Jr.	
Spurr, Melancthon B. (Melancthon Burton), -1904	http://id.loc.gov/authorities/names/n82202012
Squire, W. H. (William Henry), 1871-1963	http://id.loc.gov/authorities/names/n83155661
Squires, Harry D.	http://id.loc.gov/authorities/names/no2005102356
Squires, William H.	
Sr. of St. Joseph	
St. Clair, Floyd J., 1871-1941	http://id.loc.gov/authorities/names/no2003073008
St. Helier, Ivy, 1886-1971	http://id.loc.gov/authorities/names/no2006034707
Št'astný, Jan, approximately 1764-	http://id.loc.gov/authorities/names/no2005115815
Stahl, Felix, 1912-	http://id.loc.gov/authorities/names/nr2005008512
Stainer, John, 1840-1901	http://id.loc.gov/authorities/names/n82052302
Stamper, Dave, 1883-1963	http://id.loc.gov/authorities/names/no98027672
Stanfield, Leontine	http://id.loc.gov/authorities/names/no2007144599
Stange, Stanislaus, 1862-1917	http://id.loc.gov/authorities/names/n82227328
Stanlaws, Penrhyn	http://id.loc.gov/authorities/names/n2005019002
Stanley, Eddie	
Stanley, Edwin	http://id.loc.gov/authorities/names/no2008104586
Stanley, Harold	http://id.loc.gov/authorities/names/n2001082230
Stanley, Helen, 1930-	http://id.loc.gov/authorities/names/n85141622
Stanley, Jack, 1890-1936	http://id.loc.gov/authorities/names/no2003008897
Stanton, B. Martin	http://id.loc.gov/authorities/names/no2012053353
Stanton, Frank Lebby, 1857-1927	http://id.loc.gov/authorities/names/n81048017
Starke, Hermann	http://id.loc.gov/authorities/names/n94015364
Starkey, Roy U.	
Starmer	http://id.loc.gov/authorities/names/no98132927
Stasny, A. J., 1885-1923	http://id.loc.gov/authorities/names/nb2002017261
Stebbins, Charles Albert, 1874-1958	http://id.loc.gov/authorities/names/n2006003070
Stebbins, G. Waring, (George Waring), 1869-1930	http://id.loc.gov/authorities/names/no2002069078
Stecchetti, Lorenzo, 1845-1916	http://id.loc.gov/authorities/names/no88002808
Steel, John, 1900-1971	http://id.loc.gov/authorities/names/n87119597
Steele, Fred	http://id.loc.gov/authorities/names/no2008131994
Steele, Lois	http://id.loc.gov/authorities/names/n89617375
Steiger, Jimmy, 1896-1930	http://id.loc.gov/authorities/names/no2008008284
Stein, Harold	http://id.loc.gov/authorities/names/n97865694
Steinberg, Maurice J.	http://id.loc.gov/authorities/names/no2013107272
Steiner, Eric	http://id.loc.gov/authorities/names/no92006832
Steiner, Max, 1888-1971	http://id.loc.gov/authorities/names/n84184888
Steininger, Franz	http://id.loc.gov/authorities/names/no2013011396
Stella	http://id.loc.gov/authorities/names/nr2005008745
Stenhammar, Sigfrid	http://id.loc.gov/authorities/names/n2013014765
Stenson, Ervine J.	http://id.loc.gov/authorities/names/no2001013907
Stephan, Lavinia	
Stephens, Ward, 1872-1940	http://id.loc.gov/authorities/names/n94015624
Stept, Sam H., 1897-1964	http://id.loc.gov/authorities/names/no2003003325
Sterling, Andrew B., 1874-1955	http://id.loc.gov/authorities/names/n92049035
Stern, Joseph W., 1870-1934	http://id.loc.gov/authorities/names/no2011121805
Sternberg, Constantin von, 1852-1924	http://id.loc.gov/authorities/names/n86143686
Stevens, George	http://id.loc.gov/authorities/names/n88118754
Stevens, Jerry	http://id.loc.gov/authorities/names/n95101338
Stevens, Milo	http://id.loc.gov/authorities/names/no2011168689
Stevens, Vernon T.	http://id.loc.gov/authorities/names/no2005102364
Stevenson, B. W.	http://id.loc.gov/authorities/names/n95115283
Stevenson, John, 1761-1833	http://id.loc.gov/authorities/names/no2008042373
Stevenson, Robert Louis, 1850-1894	http://id.loc.gov/authorities/names/n78088964
Stewart, Dorothy, 1897-1954	http://id.loc.gov/authorities/names/no2009044462
Stewart, J. C., 1834-1905	http://id.loc.gov/authorities/names/no2009182135
Stewart, Redd	http://id.loc.gov/authorities/names/n94053365
Stickles, William, 1882-1971	http://id.loc.gov/authorities/names/n84130718
Stillman, Al, 1906-1979	http://id.loc.gov/authorities/names/no93039013
Stilwell, Frank	
Stitzel, Mel, 1903-1953	http://id.loc.gov/authorities/names/no2003098360
Stobbe, Wm. R. (William R.)	http://id.loc.gov/authorities/names/no2002002447
Stocco, S. J.	http://id.loc.gov/authorities/names/n94012822
Stock, George Chadwick	http://id.loc.gov/authorities/names/n94015106
Stock, Larry	http://id.loc.gov/authorities/names/nb2001079481
Stocker	
Stoddard, Harry, 1892-1951	http://id.loc.gov/authorities/names/no2007090045
Stokes, Byron D., 1886-1974	http://id.loc.gov/authorities/names/nr2003002777
Stokes, Richard L.	http://id.loc.gov/authorities/names/n90684777
Stoll, Oswald, 1866-1942	http://id.loc.gov/authorities/names/nb2009007083
Stolz, Robert, 1880-1975	http://id.loc.gov/authorities/names/n93052375
Stone, Al	http://id.loc.gov/authorities/names/n2003128948
Stone, Eddie	http://id.loc.gov/authorities/names/n80032893
Stone, Gregory, 1900-1991	http://id.loc.gov/authorities/names/n88093127
Stone, Peter (Arranger)	http://id.loc.gov/authorities/names/no00033150
Storch, Eberhard, 1905-	http://id.loc.gov/authorities/names/no2007148606
Stordahl, Axel	http://id.loc.gov/authorities/names/n84143169
Storm, Theodor, 1817-1888	http://id.loc.gov/authorities/names/n79140912
Story, Chick	http://id.loc.gov/authorities/names/no93008271
Stothart, Herbert, 1885-1949	http://id.loc.gov/authorities/names/n85151854
Stoughton, R. Spaulding (Roy Spaulding), 1884-1953	http://id.loc.gov/authorities/names/no90010165
Stover, G. H.	
Strachey, Jack, 1894-1972	http://id.loc.gov/authorities/names/nr2006006683
Straight, Charley, 1891-1940	http://id.loc.gov/authorities/names/nr99033509
Straus, Oscar, 1870-1954	http://id.loc.gov/authorities/names/n81003162
Strauss, Johann, 1804-1849	http://id.loc.gov/authorities/names/n79106446
Strauss, Johann, 1825-1899	http://id.loc.gov/authorities/names/n79106447
Strauss, Richard, 1864-1949	http://id.loc.gov/authorities/names/n79041680
Stravinsky, Igor, 1882-1971	http://id.loc.gov/authorities/names/n79070061
Streabbog, L. (Louis), 1835-1886	http://id.loc.gov/authorities/names/no98080965
Streisand, Barbra	http://id.loc.gov/authorities/names/n80144605
Strelezki, Anton	http://id.loc.gov/authorities/names/n98008224
Strickland, Lily, 1887-1958	http://id.loc.gov/authorities/names/no93035866
Strilko, Anthony	http://id.loc.gov/authorities/names/nr2002041442
Stroh, D. W.	
Strous, Jack	
Strouse, Jack	
Strout, G. Vernon	http://id.loc.gov/authorities/names/n2015012085
Strube, Gustav	http://id.loc.gov/authorities/names/n94017413
Stuart, Jack.	
Stuart, Neal	
Stults, R. M.	http://id.loc.gov/authorities/names/n97077358
Sturgis, Mable Miller	
Stutz, Carl, 1915-1986	http://id.loc.gov/authorities/names/no2009178663
Styne, Jule, 1905-1994	http://id.loc.gov/authorities/names/n81120322
Sucra, Luis	http://id.loc.gov/authorities/names/n86131473
Suesse, Dana, 1909-1987	http://id.loc.gov/authorities/names/n88626300
Sullavan, Jeri, 1924-	http://id.loc.gov/authorities/names/n85199148
Sullivan, Alex, 1885-1956	http://id.loc.gov/authorities/names/no2008089226
Sullivan, Arthur, 1842-1900	http://id.loc.gov/authorities/names/n80019543
Sullivan, Henry, 1893-	http://id.loc.gov/authorities/names/no93005460
Sullivan, John T. S. (John Turner Sargent), 1813-1848	http://id.loc.gov/authorities/names/n89651050
Sullivan, Wm. (Lyricist)	http://id.loc.gov/authorities/names/no2015033725
Sully Prudhomme, 1839-1907	http://id.loc.gov/authorities/names/n86048840
Sunshine, Marion, 1894-1963	http://id.loc.gov/authorities/names/nb99182294
Surrey, Jean	
Surrey, Red	
Svečenski, Louis, 1862-1926	http://id.loc.gov/authorities/names/no96022405
Svendsen, Johan S. (Johan Severin), 1840-1911	http://id.loc.gov/authorities/names/n80137555
Swander, Don	http://id.loc.gov/authorities/names/no91017527
Swanson, Howard, 1907-1978	http://id.loc.gov/authorities/names/n87903052
Swarth, Hélène, 1859-1941	http://id.loc.gov/authorities/names/n80131786
Sweeney, Morgan J.	http://id.loc.gov/authorities/names/nr91044081
Swift, Kay, 1897-1993	http://id.loc.gov/authorities/names/n85138021
Symes, Marty, 1904-1953	http://id.loc.gov/authorities/names/no2004102649
Symons, Arthur, 1865-1945	http://id.loc.gov/authorities/names/n79141282
Szabo Studio	
Tabet, AndrÃ©	http://id.loc.gov/authorities/names/no2003061979
Tabor, Francis H.	
Taffanel, Claude Paul, 1844-1908	http://id.loc.gov/authorities/names/n83188384
Tagore, Rabindranath, 1861-1941	http://id.loc.gov/authorities/names/n80036680
Tandler, H. J. (Heinrich Joseph), 1881-	http://id.loc.gov/authorities/names/no2002066116
Tandler, Henry J.	
Tansman, Alexandre, 1897-1986	http://id.loc.gov/authorities/names/n80089685
Tate, Arthur F.	http://id.loc.gov/authorities/names/n94022100
Tate, Jas. W. (James William), 1875-1922	http://id.loc.gov/authorities/names/no2001020072
Taub, Allen	http://id.loc.gov/authorities/names/n2013053078
Taupin, Bernie	http://id.loc.gov/authorities/names/n50008646
Taylor, Frederick A.	http://id.loc.gov/authorities/names/nb2001017715
Taylor, Helen, 1876-1943	http://id.loc.gov/authorities/names/no98027947
Taylor, Herbert H.	http://id.loc.gov/authorities/names/no2005013226
Taylor, Ida Scott	http://id.loc.gov/authorities/names/nr2002019015
Taylor, Irving, 1914-1983	http://id.loc.gov/authorities/names/no98057312
Taylor, Mark	http://id.loc.gov/authorities/names/n93044566
Taylor, R. B.	
Taylor, Raymond	http://id.loc.gov/authorities/names/nb2011030271
Taylor, Richard B.	http://id.loc.gov/authorities/names/no97069289
Taylor, Tell	http://id.loc.gov/authorities/names/n94022227
Tchaikovsky, Peter Ilich, 1840-1893	http://id.loc.gov/authorities/names/n79072979
Teasdale, Sara, 1884-1933	http://id.loc.gov/authorities/names/n50016847
Teichmann, Richard	
Telemann	
Tellam, H. (Heinrich), 1854-1940	http://id.loc.gov/authorities/names/n2015024888
Tennant, Gilbert C.	http://id.loc.gov/authorities/names/no2006121786
Tennyson, Alfred Tennyson, Baron, 1809-1892	http://id.loc.gov/authorities/names/n79142936
Tepper, Sid, 1918-2015	http://id.loc.gov/authorities/names/no2001058554
Terker, Arthur, 1899-	http://id.loc.gov/authorities/names/no2004083036
Terriss, Dorothy, 1890-1953	http://id.loc.gov/authorities/names/no93013391
Terry, George N., 1906-1986	http://id.loc.gov/authorities/names/no93007103
Terry, Robert H.	http://id.loc.gov/authorities/names/n82269345
Terschak, A. (Adolf), 1832-1901	http://id.loc.gov/authorities/names/n86860528
Teschemacher, Edward, 1876-1940	http://id.loc.gov/authorities/names/no90012377
Thaler, Rudolf	http://id.loc.gov/authorities/names/no2009076379
Tharp, Winky, 1905-1961	http://id.loc.gov/authorities/names/no2008057340
the Vagabonds	
Thibault, C. (Charles), -1853?	http://id.loc.gov/authorities/names/nr95046671
Thiele, Bob	http://id.loc.gov/authorities/names/n92017297
Thomas, A. Goring (Arthur Goring), 1850-1892	http://id.loc.gov/authorities/names/n83042615
Thomas, Alice P.	
Thomas, Alice	
Thomas, Ambroise, 1811-1896	http://id.loc.gov/authorities/names/n83174781
Thomas, Dick	http://id.loc.gov/authorities/names/n2001069107
Thomas, F. W.	http://id.loc.gov/authorities/names/n2008079616
Thomas, J. J.	http://id.loc.gov/authorities/names/n85141133
Thomas, J. R. (John Rogers), 1830-1896	http://id.loc.gov/authorities/names/nr95045646
Thomas, John Charles, 1891-1960	http://id.loc.gov/authorities/names/n87138831
Thomé, Francis, 1850-1909	http://id.loc.gov/authorities/names/n88093124
Thompson, Bernard	http://id.loc.gov/authorities/names/no99051191
Thompson, Fisher	http://id.loc.gov/authorities/names/no99038879
Thompson, Francis, 1859-1907	http://id.loc.gov/authorities/names/n80036595
Thompson, Gordon V. (Gordon Vincent), 1888-1965	http://id.loc.gov/authorities/names/n94028450
Thompson, Harlan, 1890-1966	http://id.loc.gov/authorities/names/no2004044164
Thompson, John, 1889-1963	http://id.loc.gov/authorities/names/no92014586
Thompson, Joseph E.	http://id.loc.gov/authorities/names/n80151259
Thompson, William H.	http://id.loc.gov/authorities/names/n94071550
Thomson, Henly	
Thomson, James, 1834-1882	http://id.loc.gov/authorities/names/n50012267
Thorne, George	http://id.loc.gov/authorities/names/n83120287
Thornhill, Claude	http://id.loc.gov/authorities/names/n83156020
Thornton, Roy	http://id.loc.gov/authorities/names/nb2007003417
Thors, Louis	http://id.loc.gov/authorities/names/no98132573
Throckmorton, Sonny	http://id.loc.gov/authorities/names/no98038409
Tice, Blanche M.	http://id.loc.gov/authorities/names/no2003036277
Tice, Clara, 1888-1973	http://id.loc.gov/authorities/names/n96032240
Tiedeman, Harry	http://id.loc.gov/authorities/names/no2008170761
Tierney, Harry, 1890-1965	http://id.loc.gov/authorities/names/no89002423
Tillman, Floyd	http://id.loc.gov/authorities/names/n91116491
Tilsley, Harry	http://id.loc.gov/authorities/names/nb2001007787
Timm, W. A. (Wladimir A.), 1885-1958	http://id.loc.gov/authorities/names/no2007104405
Timoney, R. E.	
Timrod, Henry, 1828-1867	http://id.loc.gov/authorities/names/n50011844
Tinturin, Peter, 1910-2007	http://id.loc.gov/authorities/names/no2007158118
Tiomkin, Dimitri, 1894-1979	http://id.loc.gov/authorities/names/n2006010255
Tiss, Wayne	
Ti͡utchev, F. I. (Fedor Ivanovich), 1803-1873	http://id.loc.gov/authorities/names/n50047826
Tizol, Juan, 1900-1984	http://id.loc.gov/authorities/names/no93032158
Tobani, Theo. M. (Theodore Moses), 1855-1933	http://id.loc.gov/authorities/names/n78086290
Tobias, Charles, 1898-1970	http://id.loc.gov/authorities/names/no90010582
Tobias, Fred	http://id.loc.gov/authorities/names/no2006078903
Tobias, Harry, 1895-1994	http://id.loc.gov/authorities/names/n85273905
Tobias, Henry	http://id.loc.gov/authorities/names/n86128771
Tobias, Jerry	http://id.loc.gov/authorities/names/n88063917
Todd, E. Cox	
Todd, Julia	
Tollerton, Nell	http://id.loc.gov/authorities/names/no2011061261
Tolstoy, Aleksey Konstantinovich, graf, 1817-1875	http://id.loc.gov/authorities/names/n50053016
Tolstoy, Aleksey Nikolayevich, graf, 1883-1945	http://id.loc.gov/authorities/names/n79131908
Tomerlin, Lysle	http://id.loc.gov/authorities/names/no2008073412
Tonassi, Pietro, 1800-1877	http://id.loc.gov/authorities/names/n89645079
Toombs, Rudolph	http://id.loc.gov/authorities/names/no97008126
Torjussen, Trygve, 1885-1977	http://id.loc.gov/authorities/names/no93018833
Tormé, Mel, 1925-1999	http://id.loc.gov/authorities/names/n50014544
Toselli, Enrico, 1883-1926	http://id.loc.gov/authorities/names/n79044363
Tosti, F. Paolo (Francesco Paolo), 1846-1916	http://id.loc.gov/authorities/names/n81048020
Tours, Berthold, 1838-1897	http://id.loc.gov/authorities/names/n82208103
Tours, Frank E., 1877-1963	http://id.loc.gov/authorities/names/n87896255
Towers, Leo	http://id.loc.gov/authorities/names/no2002028705
Towne, Charles Hanson, 1877-1949	http://id.loc.gov/authorities/names/n85185588
Trace, Al, 1900-1993	http://id.loc.gov/authorities/names/n2001122122
Trace, Ben	
Tracey, William, 1893-1957	http://id.loc.gov/authorities/names/no2006011841
traditional	
Trahern, Al	http://id.loc.gov/authorities/names/no2011119414
Treharne, Bryceson, 1879-1948	http://id.loc.gov/authorities/names/n86143587
Tremacoldo	
Trent, Jo	http://id.loc.gov/authorities/names/n92012658
